element_key,parking_category,total_nopark,total_zones,parking_spaces,total_spaces
91233,Unrestricted Parking,0,0,12,12
18309,Unrestricted Parking,0,0,12,12
37542,Unrestricted Parking,0,0,12,12
16289,Unrestricted Parking,0,0,26,26
13473,Unrestricted Parking,0,0,7,7
134762,Unrestricted Parking,0,0,7,7
30446,Unrestricted Parking,0,0,26,26
69734,Unrestricted Parking,0,0,25,25
82533,Unrestricted Parking,0,0,9,9
73089,Unrestricted Parking,0,0,17,17
50366,Unrestricted Parking,0,0,25,25
122776,Unrestricted Parking,0,0,2,2
49373,Unrestricted Parking,0,0,5,5
15665,Unrestricted Parking,0,0,11,11
83362,Unrestricted Parking,0,0,3,3
82826,Unrestricted Parking,0,0,2,2
3966,Unrestricted Parking,0,0,31,31
20914,Unrestricted Parking,0,0,5,5
77974,Unrestricted Parking,0,0,16,16
80377,Unrestricted Parking,0,0,1,1
40842,Unrestricted Parking,0,0,11,11
7446,Unrestricted Parking,0,0,11,11
8318,Unrestricted Parking,0,0,11,11
120838,Unrestricted Parking,0,0,2,2
41942,Unrestricted Parking,0,0,8,8
17001,Unrestricted Parking,0,0,9,9
35130,Unrestricted Parking,0,0,11,11
22781,Unrestricted Parking,0,0,10,10
48838,Unrestricted Parking,0,0,19,19
63942,Unrestricted Parking,0,0,12,12
73713,Unrestricted Parking,0,0,25,25
35350,Unrestricted Parking,0,0,4,4
84670,Unrestricted Parking,0,0,5,5
57342,Unrestricted Parking,0,0,21,21
26901,Unrestricted Parking,0,0,10,10
62869,Unrestricted Parking,0,0,12,12
88794,Unrestricted Parking,0,0,11,11
22206,Unrestricted Parking,0,0,5,5
19773,Unrestricted Parking,0,0,21,21
125567,Unrestricted Parking,0,0,7,7
18662,Unrestricted Parking,0,0,19,19
67857,Unrestricted Parking,0,0,1,1
7090,Unrestricted Parking,0,0,25,25
55389,Unrestricted Parking,0,0,6,6
63782,Unrestricted Parking,0,0,3,3
24882,Unrestricted Parking,0,0,10,10
29366,Unrestricted Parking,0,0,9,9
62926,Unrestricted Parking,0,0,8,8
7917,Unrestricted Parking,0,0,27,27
22170,Unrestricted Parking,0,0,5,5
19245,Unrestricted Parking,0,0,9,9
64826,Unrestricted Parking,0,0,11,11
39001,Unrestricted Parking,0,0,19,19
85409,Unrestricted Parking,0,0,10,10
37214,Unrestricted Parking,0,0,12,12
55137,Unrestricted Parking,0,0,18,18
45049,Unrestricted Parking,0,0,10,10
41666,Unrestricted Parking,0,0,32,32
29434,Unrestricted Parking,0,0,26,26
6590,Unrestricted Parking,0,0,20,20
54090,Unrestricted Parking,0,0,17,17
34637,Unrestricted Parking,0,0,8,8
63870,Unrestricted Parking,0,0,10,10
63889,Unrestricted Parking,0,0,9,9
67938,Unrestricted Parking,0,0,10,10
21046,Unrestricted Parking,0,0,3,3
10745,Unrestricted Parking,0,0,9,9
37610,Unrestricted Parking,0,0,11,11
24750,Unrestricted Parking,0,0,2,2
48193,Unrestricted Parking,0,0,20,20
51778,Unrestricted Parking,0,0,12,12
53837,Unrestricted Parking,0,0,11,11
49761,Unrestricted Parking,0,0,25,25
37541,Unrestricted Parking,0,0,12,12
3506,Unrestricted Parking,0,0,25,25
28458,Unrestricted Parking,0,0,26,26
2829,Unrestricted Parking,0,0,13,13
35701,Unrestricted Parking,0,0,12,12
73329,Unrestricted Parking,0,0,11,11
13281,Unrestricted Parking,0,0,10,10
20390,Unrestricted Parking,0,0,2,2
16917,Unrestricted Parking,0,0,4,4
18957,Unrestricted Parking,0,0,9,9
49606,Unrestricted Parking,0,0,29,29
34709,Unrestricted Parking,0,0,25,25
27249,Unrestricted Parking,0,0,25,25
91881,Unrestricted Parking,0,0,11,11
45462,Unrestricted Parking,0,0,12,12
122887,No Parking Allowed,0,0,0,0
80066,Unrestricted Parking,0,0,25,25
89637,Unrestricted Parking,0,0,10,10
24074,Unrestricted Parking,0,0,12,12
36222,Unrestricted Parking,0,0,5,5
11382,Unrestricted Parking,0,0,3,3
75709,Unrestricted Parking,0,0,8,8
83713,Unrestricted Parking,0,0,25,25
91129,Unrestricted Parking,0,0,12,12
45674,Unrestricted Parking,0,0,22,22
7029,Unrestricted Parking,0,0,11,11
32458,Unrestricted Parking,0,0,1,1
45761,Unrestricted Parking,0,0,9,9
28525,Unrestricted Parking,0,0,17,17
38566,Unrestricted Parking,0,0,26,26
86114,Unrestricted Parking,0,0,20,20
45613,Unrestricted Parking,0,0,10,10
74910,Unrestricted Parking,0,0,3,3
24493,Unrestricted Parking,0,0,27,27
35662,Unrestricted Parking,0,0,22,22
57346,Unrestricted Parking,0,0,25,25
50398,Unrestricted Parking,0,0,62,62
17826,Unrestricted Parking,0,0,9,9
41233,Unrestricted Parking,0,0,5,5
45398,Unrestricted Parking,0,0,12,12
64553,Unrestricted Parking,0,0,13,13
64814,Unrestricted Parking,0,0,12,12
35670,Unrestricted Parking,0,0,15,15
123011,Unrestricted Parking,0,0,1,1
6925,Unrestricted Parking,0,0,16,16
73685,Unrestricted Parking,0,0,25,25
48494,Unrestricted Parking,0,0,11,11
64833,Unrestricted Parking,0,0,8,8
18326,Unrestricted Parking,0,0,12,12
89601,Unrestricted Parking,0,0,26,26
16406,Unrestricted Parking,0,0,15,15
2758,Unrestricted Parking,0,0,3,3
5886,Unrestricted Parking,0,0,7,7
68005,Unrestricted Parking,0,0,12,12
3722,Unrestricted Parking,0,0,5,5
57762,Unrestricted Parking,0,0,31,31
44809,Unrestricted Parking,0,0,5,5
64378,Unrestricted Parking,0,0,3,3
26733,Unrestricted Parking,0,0,13,13
67210,Unrestricted Parking,0,0,8,8
46537,Unrestricted Parking,0,0,24,24
72597,Unrestricted Parking,0,0,9,9
41282,Unrestricted Parking,0,0,9,9
23797,Unrestricted Parking,0,0,12,12
51601,Unrestricted Parking,0,0,17,17
71590,Unrestricted Parking,0,0,4,4
6906,Unrestricted Parking,0,0,31,31
43997,Unrestricted Parking,0,0,1,1
29902,Unrestricted Parking,0,0,16,16
18906,Unrestricted Parking,0,0,9,9
9525,Unrestricted Parking,0,0,16,16
130815,No Parking Allowed,0,0,0,0
15942,Unrestricted Parking,0,0,27,27
4657,Unrestricted Parking,0,0,9,9
57778,Unrestricted Parking,0,0,12,12
6850,Unrestricted Parking,0,0,9,9
78454,Unrestricted Parking,0,0,10,10
90602,Unrestricted Parking,0,0,12,12
91037,Unrestricted Parking,0,0,19,19
38525,Unrestricted Parking,0,0,14,14
122629,No Parking Allowed,0,0,0,0
65446,Unrestricted Parking,0,0,12,12
7701,Unrestricted Parking,0,0,9,9
89797,Unrestricted Parking,0,0,1,1
71285,Unrestricted Parking,0,0,25,25
26570,Unrestricted Parking,0,0,2,2
23989,Unrestricted Parking,0,0,11,11
16969,Unrestricted Parking,0,0,19,19
130655,Unrestricted Parking,0,0,1,1
83669,Unrestricted Parking,0,0,10,10
2109,Unrestricted Parking,0,0,12,12
63462,Unrestricted Parking,0,0,5,5
86162,Unrestricted Parking,0,0,12,12
91585,Unrestricted Parking,0,0,9,9
15021,Unrestricted Parking,0,0,9,9
85546,Unrestricted Parking,0,0,10,10
2661,Unrestricted Parking,0,0,10,10
27126,Unrestricted Parking,0,0,27,27
39534,Unrestricted Parking,0,0,17,17
120592,Unrestricted Parking,0,0,4,4
30470,Unrestricted Parking,0,0,16,16
11645,Unrestricted Parking,0,0,12,12
29601,Unrestricted Parking,0,0,6,6
27421,Unrestricted Parking,0,0,8,8
71426,Unrestricted Parking,0,0,18,18
11614,Unrestricted Parking,0,0,5,5
122824,Unrestricted Parking,0,0,2,2
77518,Unrestricted Parking,0,0,28,28
16089,Unrestricted Parking,0,0,1,1
91053,Unrestricted Parking,0,0,7,7
71242,Unrestricted Parking,0,0,27,27
50494,Unrestricted Parking,0,0,22,22
84193,Unrestricted Parking,0,0,11,11
75750,Unrestricted Parking,0,0,9,9
20177,Unrestricted Parking,0,0,5,5
1205,Unrestricted Parking,0,0,25,25
33886,Unrestricted Parking,0,0,26,26
122872,Unrestricted Parking,0,0,1,1
87770,Unrestricted Parking,0,0,14,14
74717,Unrestricted Parking,0,0,11,11
55190,Unrestricted Parking,0,0,12,12
121104,Unrestricted Parking,0,0,9,9
46094,Unrestricted Parking,0,0,7,7
73961,Unrestricted Parking,0,0,10,10
90965,Unrestricted Parking,0,0,12,12
60246,Unrestricted Parking,0,0,12,12
37697,Unrestricted Parking,0,0,30,30
25429,Unrestricted Parking,0,0,26,26
69386,Unrestricted Parking,0,0,17,17
72449,Unrestricted Parking,0,0,32,32
64737,Unrestricted Parking,0,0,12,12
90933,Unrestricted Parking,0,0,10,10
71950,Unrestricted Parking,0,0,16,16
53021,Unrestricted Parking,0,0,12,12
3173,Unrestricted Parking,0,0,26,26
66198,Unrestricted Parking,0,0,20,20
50865,Unrestricted Parking,0,0,2,2
56294,Unrestricted Parking,0,0,26,26
38441,Unrestricted Parking,0,0,3,3
48933,Unrestricted Parking,0,0,20,20
66850,Unrestricted Parking,0,0,29,29
42030,Unrestricted Parking,0,0,10,10
82077,Unrestricted Parking,0,0,12,12
55837,Unrestricted Parking,0,0,12,12
91001,Unrestricted Parking,0,0,12,12
68997,Unrestricted Parking,0,0,10,10
63669,Unrestricted Parking,0,0,24,24
63937,Unrestricted Parking,0,0,12,12
28238,Unrestricted Parking,0,0,17,17
44114,Unrestricted Parking,0,0,6,6
19221,Unrestricted Parking,0,0,10,10
66517,Unrestricted Parking,0,0,6,6
76749,Unrestricted Parking,0,0,6,6
33713,Unrestricted Parking,0,0,18,18
74554,Unrestricted Parking,0,0,12,12
71058,Unrestricted Parking,0,0,25,25
86178,Unrestricted Parking,0,0,7,7
54397,Unrestricted Parking,0,0,12,12
43034,Unrestricted Parking,0,0,5,5
15313,Unrestricted Parking,0,0,1,1
3497,Unrestricted Parking,0,0,25,25
49333,Unrestricted Parking,0,0,25,25
67326,Unrestricted Parking,0,0,29,29
49285,Unrestricted Parking,0,0,17,17
40730,Unrestricted Parking,0,0,4,4
48705,Unrestricted Parking,0,0,18,18
72165,Unrestricted Parking,0,0,26,26
122898,Unrestricted Parking,0,0,9,9
64509,Unrestricted Parking,0,0,3,3
48849,Unrestricted Parking,0,0,4,4
88349,Unrestricted Parking,0,0,8,8
28838,Unrestricted Parking,0,0,24,24
87546,Unrestricted Parking,0,0,11,11
66333,Unrestricted Parking,0,0,11,11
70977,Unrestricted Parking,0,0,25,25
66878,Unrestricted Parking,0,0,25,25
39077,Unrestricted Parking,0,0,19,19
24581,Unrestricted Parking,0,0,2,2
39469,Unrestricted Parking,0,0,5,5
47153,Unrestricted Parking,0,0,24,24
75134,Unrestricted Parking,0,0,2,2
122993,Unrestricted Parking,0,0,7,7
50934,Unrestricted Parking,0,0,26,26
7425,Unrestricted Parking,0,0,11,11
8130,Unrestricted Parking,0,0,7,7
3502,Unrestricted Parking,0,0,26,26
89306,Unrestricted Parking,0,0,25,25
66821,Unrestricted Parking,0,0,12,12
49617,Unrestricted Parking,0,0,12,12
50805,Unrestricted Parking,0,0,11,11
38917,Unrestricted Parking,0,0,6,6
5553,Unrestricted Parking,0,0,16,16
14453,Unrestricted Parking,0,0,9,9
130408,Unrestricted Parking,0,0,10,10
30657,Unrestricted Parking,0,0,20,20
1145,Unrestricted Parking,0,0,5,5
84066,Unrestricted Parking,0,0,26,26
87025,Unrestricted Parking,0,0,11,11
73901,Unrestricted Parking,0,0,10,10
61154,Unrestricted Parking,0,0,25,25
72194,Unrestricted Parking,0,0,4,4
42897,Unrestricted Parking,0,0,10,10
17990,Unrestricted Parking,0,0,5,5
39814,Unrestricted Parking,0,0,2,2
132042,Unrestricted Parking,0,0,4,4
61922,Unrestricted Parking,0,0,9,9
71757,Unrestricted Parking,0,0,26,26
15878,Unrestricted Parking,0,0,15,15
62769,Unrestricted Parking,0,0,6,6
120330,Unrestricted Parking,0,0,4,4
85093,Unrestricted Parking,0,0,25,25
3453,Unrestricted Parking,0,0,26,26
35222,Unrestricted Parking,0,0,12,12
120990,Unrestricted Parking,0,0,2,2
57289,Unrestricted Parking,0,0,11,11
31185,Unrestricted Parking,0,0,10,10
79813,Unrestricted Parking,0,0,6,6
61629,Unrestricted Parking,0,0,3,3
41634,Unrestricted Parking,0,0,21,21
46938,Unrestricted Parking,0,0,26,26
7085,Unrestricted Parking,0,0,13,13
91558,Unrestricted Parking,0,0,13,13
35446,Unrestricted Parking,0,0,23,23
67653,Unrestricted Parking,0,0,26,26
55565,Unrestricted Parking,0,0,15,15
34274,Unrestricted Parking,0,0,2,2
2650,Unrestricted Parking,0,0,53,53
63989,Unrestricted Parking,0,0,25,25
87442,Unrestricted Parking,0,0,15,15
64326,Unrestricted Parking,0,0,8,8
121435,Unrestricted Parking,0,0,6,6
35782,Unrestricted Parking,0,0,4,4
53025,Unrestricted Parking,0,0,25,25
66042,Unrestricted Parking,0,0,5,5
13697,Unrestricted Parking,0,0,8,8
40502,Unrestricted Parking,0,0,6,6
18077,Unrestricted Parking,0,0,23,23
49245,Unrestricted Parking,0,0,14,14
41353,Unrestricted Parking,0,0,10,10
55689,Unrestricted Parking,0,0,10,10
26106,Unrestricted Parking,0,0,7,7
43758,Unrestricted Parking,0,0,7,7
76473,Unrestricted Parking,0,0,10,10
60478,Unrestricted Parking,0,0,12,12
51642,Unrestricted Parking,0,0,26,26
18366,Unrestricted Parking,0,0,12,12
122556,Unrestricted Parking,0,0,6,6
68369,Unrestricted Parking,0,0,6,6
120184,No Parking Allowed,0,0,0,0
88037,Unrestricted Parking,0,0,9,9
53402,Unrestricted Parking,0,0,21,21
23502,Unrestricted Parking,0,0,10,10
19509,Unrestricted Parking,0,0,10,10
28754,Unrestricted Parking,0,0,26,26
20690,Unrestricted Parking,0,0,3,3
45422,Unrestricted Parking,0,0,5,5
71869,Unrestricted Parking,0,0,9,9
60578,Unrestricted Parking,0,0,12,12
75526,Unrestricted Parking,0,0,10,10
37681,Unrestricted Parking,0,0,12,12
120469,Unrestricted Parking,0,0,1,1
50154,Unrestricted Parking,0,0,11,11
7081,Unrestricted Parking,0,0,31,31
73533,Unrestricted Parking,0,0,35,35
78874,Unrestricted Parking,0,0,8,8
38898,Unrestricted Parking,0,0,8,8
18118,Unrestricted Parking,0,0,11,11
8185,Unrestricted Parking,0,0,11,11
49773,Unrestricted Parking,0,0,1,1
38885,Unrestricted Parking,0,0,11,11
5041,Unrestricted Parking,0,0,22,22
55089,Unrestricted Parking,0,0,15,15
90885,Unrestricted Parking,0,0,5,5
51282,Unrestricted Parking,0,0,10,10
68862,Unrestricted Parking,0,0,8,8
21626,Unrestricted Parking,0,0,5,5
73445,Unrestricted Parking,0,0,17,17
73626,Unrestricted Parking,0,0,39,39
39401,Unrestricted Parking,0,0,9,9
2773,Unrestricted Parking,0,0,9,9
18334,Unrestricted Parking,0,0,6,6
89645,Unrestricted Parking,0,0,13,13
11314,Unrestricted Parking,0,0,20,20
122542,Unrestricted Parking,0,0,2,2
68726,Unrestricted Parking,0,0,9,9
85398,Unrestricted Parking,0,0,8,8
67190,Unrestricted Parking,0,0,12,12
21813,Unrestricted Parking,0,0,32,32
48665,Unrestricted Parking,0,0,9,9
48317,Unrestricted Parking,0,0,19,19
89674,Unrestricted Parking,0,0,10,10
120679,Unrestricted Parking,0,0,15,15
82702,Unrestricted Parking,0,0,10,10
2718,Unrestricted Parking,0,0,25,25
121278,Unrestricted Parking,0,0,8,8
49442,Unrestricted Parking,0,0,26,26
21513,Unrestricted Parking,0,0,28,28
42841,Unrestricted Parking,0,0,21,21
69041,Unrestricted Parking,0,0,5,5
3062,Unrestricted Parking,0,0,10,10
83673,Unrestricted Parking,0,0,9,9
46738,Unrestricted Parking,0,0,8,8
45257,Unrestricted Parking,0,0,21,21
84722,Unrestricted Parking,0,0,25,25
68769,Unrestricted Parking,0,0,6,6
44750,Unrestricted Parking,0,0,13,13
85161,Unrestricted Parking,0,0,4,4
70465,Unrestricted Parking,0,0,17,17
49434,Unrestricted Parking,0,0,5,5
40630,Unrestricted Parking,0,0,4,4
22030,Unrestricted Parking,0,0,12,12
18666,Unrestricted Parking,0,0,23,23
38313,Unrestricted Parking,0,0,8,8
59470,Unrestricted Parking,0,0,5,5
42790,Unrestricted Parking,0,0,5,5
71913,Unrestricted Parking,0,0,4,4
23745,Unrestricted Parking,0,0,21,21
24090,Unrestricted Parking,0,0,12,12
91890,Unrestricted Parking,0,0,13,13
76305,Unrestricted Parking,0,0,10,10
4658,Unrestricted Parking,0,0,9,9
70666,Unrestricted Parking,0,0,25,25
131418,Unrestricted Parking,0,0,2,2
74105,Unrestricted Parking,0,0,16,16
27562,Unrestricted Parking,0,0,9,9
66454,Unrestricted Parking,0,0,21,21
74598,Unrestricted Parking,0,0,9,9
78602,Unrestricted Parking,0,0,32,32
44585,Unrestricted Parking,0,0,12,12
52465,Unrestricted Parking,0,0,12,12
42881,Unrestricted Parking,0,0,5,5
74621,Unrestricted Parking,0,0,10,10
5014,Unrestricted Parking,0,0,7,7
29870,Unrestricted Parking,0,0,21,21
36030,Unrestricted Parking,0,0,11,11
28269,Unrestricted Parking,0,0,6,6
55073,Unrestricted Parking,0,0,10,10
62678,Unrestricted Parking,0,0,9,9
8529,Unrestricted Parking,0,0,11,11
43517,Unrestricted Parking,0,0,25,25
15457,Unrestricted Parking,0,0,12,12
91926,Unrestricted Parking,0,0,6,6
67645,Unrestricted Parking,0,0,9,9
62290,Unrestricted Parking,0,0,13,13
80874,Unrestricted Parking,0,0,7,7
21861,Unrestricted Parking,0,0,10,10
20322,Unrestricted Parking,0,0,4,4
21337,Unrestricted Parking,0,0,17,17
49566,Unrestricted Parking,0,0,8,8
60585,Unrestricted Parking,0,0,9,9
47633,Unrestricted Parking,0,0,10,10
41825,Unrestricted Parking,0,0,8,8
27206,Unrestricted Parking,0,0,27,27
85830,Unrestricted Parking,0,0,25,25
121363,Unrestricted Parking,0,0,7,7
76098,Unrestricted Parking,0,0,17,17
59837,Unrestricted Parking,0,0,7,7
47901,Unrestricted Parking,0,0,26,26
50873,Unrestricted Parking,0,0,17,17
7033,Unrestricted Parking,0,0,16,16
3234,Unrestricted Parking,0,0,24,24
18586,Unrestricted Parking,0,0,28,28
16054,Unrestricted Parking,0,0,12,12
63818,Unrestricted Parking,0,0,12,12
51273,Unrestricted Parking,0,0,35,35
62214,Unrestricted Parking,0,0,10,10
122873,Unrestricted Parking,0,0,1,1
83009,Unrestricted Parking,0,0,8,8
7049,Unrestricted Parking,0,0,16,16
80046,Unrestricted Parking,0,0,11,11
77826,Unrestricted Parking,0,0,10,10
60349,Unrestricted Parking,0,0,25,25
82974,Unrestricted Parking,0,0,20,20
64617,Unrestricted Parking,0,0,10,10
12465,Unrestricted Parking,0,0,6,6
48634,Unrestricted Parking,0,0,18,18
57422,Unrestricted Parking,0,0,16,16
45862,Unrestricted Parking,0,0,12,12
121971,Unrestricted Parking,0,0,4,4
89606,Unrestricted Parking,0,0,10,10
52701,Unrestricted Parking,0,0,6,6
5597,Unrestricted Parking,0,0,25,25
25233,Unrestricted Parking,0,0,11,11
62621,Unrestricted Parking,0,0,10,10
45218,Unrestricted Parking,0,0,9,9
23550,Unrestricted Parking,0,0,5,5
84362,Unrestricted Parking,0,0,5,5
52449,Unrestricted Parking,0,0,16,16
27133,Unrestricted Parking,0,0,26,26
47609,Unrestricted Parking,0,0,5,5
90117,Unrestricted Parking,0,0,4,4
30562,Unrestricted Parking,0,0,12,12
67589,Unrestricted Parking,0,0,13,13
47822,Unrestricted Parking,0,0,31,31
48025,Unrestricted Parking,0,0,12,12
122550,Unrestricted Parking,0,0,2,2
11025,Unrestricted Parking,0,0,17,17
8537,Unrestricted Parking,0,0,24,24
74586,Unrestricted Parking,0,0,16,16
22734,Unrestricted Parking,0,0,10,10
63869,Unrestricted Parking,0,0,10,10
20661,Unrestricted Parking,0,0,17,17
75806,Unrestricted Parking,0,0,5,5
39470,Unrestricted Parking,0,0,5,5
90545,Unrestricted Parking,0,0,4,4
82321,Unrestricted Parking,0,0,9,9
43413,No Parking Allowed,0,0,0,0
89205,Unrestricted Parking,0,0,12,12
59313,Unrestricted Parking,0,0,11,11
91221,Unrestricted Parking,0,0,12,12
25266,Unrestricted Parking,0,0,14,14
64149,Unrestricted Parking,0,0,15,15
23065,Unrestricted Parking,0,0,12,12
27606,Unrestricted Parking,0,0,8,8
40774,Unrestricted Parking,0,0,12,12
15810,Unrestricted Parking,0,0,25,25
51034,Unrestricted Parking,0,0,5,5
69193,Unrestricted Parking,0,0,27,27
16181,Unrestricted Parking,0,0,11,11
8090,Unrestricted Parking,0,0,15,15
55470,Unrestricted Parking,0,0,31,31
56209,Unrestricted Parking,0,0,14,14
4913,Unrestricted Parking,0,0,15,15
7754,Unrestricted Parking,0,0,17,17
36081,Unrestricted Parking,0,0,24,24
48761,Unrestricted Parking,0,0,25,25
15358,Unrestricted Parking,0,0,5,5
65774,Unrestricted Parking,0,0,10,10
63026,Unrestricted Parking,0,0,26,26
36221,Unrestricted Parking,0,0,5,5
32014,Unrestricted Parking,0,0,22,22
50966,Unrestricted Parking,0,0,25,25
38690,Unrestricted Parking,0,0,9,9
29354,Unrestricted Parking,0,0,10,10
17809,Unrestricted Parking,0,0,12,12
73845,Unrestricted Parking,0,0,39,39
34810,Unrestricted Parking,0,0,25,25
5114,Unrestricted Parking,0,0,16,16
26625,Unrestricted Parking,0,0,18,18
59485,Unrestricted Parking,0,0,33,33
36858,Unrestricted Parking,0,0,10,10
10314,Unrestricted Parking,0,0,25,25
46289,Unrestricted Parking,0,0,8,8
122835,Unrestricted Parking,0,0,1,1
3658,Unrestricted Parking,0,0,14,14
79601,Unrestricted Parking,0,0,24,24
52169,Unrestricted Parking,0,0,9,9
9865,Unrestricted Parking,0,0,12,12
65197,Unrestricted Parking,0,0,5,5
22714,Unrestricted Parking,0,0,10,10
90174,Unrestricted Parking,0,0,24,24
16442,Unrestricted Parking,0,0,12,12
20282,Unrestricted Parking,0,0,20,20
69458,Unrestricted Parking,0,0,3,3
122902,Unrestricted Parking,0,0,10,10
26693,Unrestricted Parking,0,0,25,25
66994,Unrestricted Parking,0,0,5,5
20321,Unrestricted Parking,0,0,4,4
86825,Unrestricted Parking,0,0,10,10
33937,Unrestricted Parking,0,0,25,25
122539,Unrestricted Parking,0,0,3,3
17921,Unrestricted Parking,0,0,20,20
78437,Unrestricted Parking,0,0,10,10
63369,Unrestricted Parking,0,0,12,12
56413,Unrestricted Parking,0,0,4,4
8586,Unrestricted Parking,0,0,4,4
1397,Unrestricted Parking,0,0,30,30
26945,Unrestricted Parking,0,0,25,25
64742,Unrestricted Parking,0,0,9,9
12565,Unrestricted Parking,0,0,3,3
40729,Unrestricted Parking,0,0,4,4
14390,Unrestricted Parking,0,0,5,5
41093,Unrestricted Parking,0,0,24,24
120825,Unrestricted Parking,0,0,9,9
33425,Unrestricted Parking,0,0,16,16
56037,Unrestricted Parking,0,0,9,9
28178,Unrestricted Parking,0,0,17,17
2909,Unrestricted Parking,0,0,18,18
65081,Unrestricted Parking,0,0,6,6
47629,Unrestricted Parking,0,0,10,10
52085,Unrestricted Parking,0,0,10,10
29766,Unrestricted Parking,0,0,14,14
9714,Unrestricted Parking,0,0,14,14
71425,Unrestricted Parking,0,0,18,18
30497,Unrestricted Parking,0,0,25,25
125547,Unrestricted Parking,0,0,5,5
64861,Unrestricted Parking,0,0,11,11
30349,Unrestricted Parking,0,0,9,9
64970,Unrestricted Parking,0,0,24,24
10714,Unrestricted Parking,0,0,16,16
121552,Unrestricted Parking,0,0,10,10
87638,Unrestricted Parking,0,0,25,25
90194,Unrestricted Parking,0,0,13,13
60905,Unrestricted Parking,0,0,11,11
2381,Unrestricted Parking,0,0,12,12
25973,Unrestricted Parking,0,0,18,18
5018,Unrestricted Parking,0,0,24,24
37793,Unrestricted Parking,0,0,4,4
74081,Unrestricted Parking,0,0,4,4
122523,Unrestricted Parking,0,0,8,8
73937,Unrestricted Parking,0,0,13,13
43289,Unrestricted Parking,0,0,6,6
122485,Unrestricted Parking,0,0,5,5
